"","direction","nofdays","season","year","id"
"2149","SE",7,"fall",2007,"wrightsvillewind.csv"
"2150","SW",25,"fall",2007,"wrightsvillewind.csv"
"2151","W",8,"fall",2007,"wrightsvillewind.csv"
"2152","E",10,"winter",2008,"wrightsvillewind.csv"
"2153","NE",3,"winter",2008,"wrightsvillewind.csv"
"2154","NW",6,"winter",2008,"wrightsvillewind.csv"
"2155","S",10,"winter",2008,"wrightsvillewind.csv"
"2156","SE",13,"winter",2008,"wrightsvillewind.csv"
"2157","SW",32,"winter",2008,"wrightsvillewind.csv"
"2158","W",17,"winter",2008,"wrightsvillewind.csv"
"2159","E",9,"spring",2008,"wrightsvillewind.csv"
"2160","N",2,"spring",2008,"wrightsvillewind.csv"
"2161","NE",5,"spring",2008,"wrightsvillewind.csv"
"2162","NW",1,"spring",2008,"wrightsvillewind.csv"
"2163","S",11,"spring",2008,"wrightsvillewind.csv"
"2164","SE",9,"spring",2008,"wrightsvillewind.csv"
"2165","SW",46,"spring",2008,"wrightsvillewind.csv"
"2166","W",8,"spring",2008,"wrightsvillewind.csv"
"2167","E",14,"summer",2008,"wrightsvillewind.csv"
"2168","N",3,"summer",2008,"wrightsvillewind.csv"
"2169","NE",10,"summer",2008,"wrightsvillewind.csv"
"2170","S",12,"summer",2008,"wrightsvillewind.csv"
"2171","SE",10,"summer",2008,"wrightsvillewind.csv"
"2172","SW",31,"summer",2008,"wrightsvillewind.csv"
"2173","W",9,"summer",2008,"wrightsvillewind.csv"
"2174","E",6,"fall",2008,"wrightsvillewind.csv"
"2175","NE",11,"fall",2008,"wrightsvillewind.csv"
"2176","NW",5,"fall",2008,"wrightsvillewind.csv"
"2177","S",15,"fall",2008,"wrightsvillewind.csv"
"2178","SE",11,"fall",2008,"wrightsvillewind.csv"
"2179","SW",16,"fall",2008,"wrightsvillewind.csv"
"2180","W",19,"fall",2008,"wrightsvillewind.csv"
"2181","E",7,"winter",2009,"wrightsvillewind.csv"
"2182","NE",10,"winter",2009,"wrightsvillewind.csv"
"2183","NW",6,"winter",2009,"wrightsvillewind.csv"
"2184","S",21,"winter",2009,"wrightsvillewind.csv"
"2185","SE",7,"winter",2009,"wrightsvillewind.csv"
"2186","SW",26,"winter",2009,"wrightsvillewind.csv"
"2187","W",11,"winter",2009,"wrightsvillewind.csv"
"2188","E",11,"spring",2009,"wrightsvillewind.csv"
"2189","N",1,"spring",2009,"wrightsvillewind.csv"
"2190","NE",6,"spring",2009,"wrightsvillewind.csv"
"2191","NW",1,"spring",2009,"wrightsvillewind.csv"
"2192","S",20,"spring",2009,"wrightsvillewind.csv"
"2193","SE",11,"spring",2009,"wrightsvillewind.csv"
"2194","SW",22,"spring",2009,"wrightsvillewind.csv"
"2195","W",5,"spring",2009,"wrightsvillewind.csv"
"2196","E",14,"summer",2009,"wrightsvillewind.csv"
"2197","N",3,"summer",2009,"wrightsvillewind.csv"
"2198","NE",7,"summer",2009,"wrightsvillewind.csv"
"2199","NW",3,"summer",2009,"wrightsvillewind.csv"
"2200","S",20,"summer",2009,"wrightsvillewind.csv"
"2201","SE",10,"summer",2009,"wrightsvillewind.csv"
"2202","SW",33,"summer",2009,"wrightsvillewind.csv"
"2203","W",2,"summer",2009,"wrightsvillewind.csv"
"2204","E",13,"fall",2009,"wrightsvillewind.csv"
"2205","N",4,"fall",2009,"wrightsvillewind.csv"
"2206","NE",8,"fall",2009,"wrightsvillewind.csv"
"2207","NW",10,"fall",2009,"wrightsvillewind.csv"
"2208","S",16,"fall",2009,"wrightsvillewind.csv"
"2209","SE",11,"fall",2009,"wrightsvillewind.csv"
"2210","SW",10,"fall",2009,"wrightsvillewind.csv"
"2211","W",17,"fall",2009,"wrightsvillewind.csv"
"2212","E",8,"winter",2010,"wrightsvillewind.csv"
"2213","N",1,"winter",2010,"wrightsvillewind.csv"
"2214","NE",2,"winter",2010,"wrightsvillewind.csv"
"2215","NW",16,"winter",2010,"wrightsvillewind.csv"
"2216","S",11,"winter",2010,"wrightsvillewind.csv"
"2217","SE",9,"winter",2010,"wrightsvillewind.csv"
"2218","SW",14,"winter",2010,"wrightsvillewind.csv"
"2219","W",29,"winter",2010,"wrightsvillewind.csv"
"2220","E",7,"spring",2010,"wrightsvillewind.csv"
"2221","NE",2,"spring",2010,"wrightsvillewind.csv"
"2222","NW",2,"spring",2010,"wrightsvillewind.csv"
"2223","S",19,"spring",2010,"wrightsvillewind.csv"
"2224","SE",13,"spring",2010,"wrightsvillewind.csv"
"2225","SW",45,"spring",2010,"wrightsvillewind.csv"
"2226","W",3,"spring",2010,"wrightsvillewind.csv"
"2227","E",14,"summer",2010,"wrightsvillewind.csv"
"2228","NE",3,"summer",2010,"wrightsvillewind.csv"
"2229","S",15,"summer",2010,"wrightsvillewind.csv"
"2230","SE",19,"summer",2010,"wrightsvillewind.csv"
"2231","SW",39,"summer",2010,"wrightsvillewind.csv"
"2232","W",2,"summer",2010,"wrightsvillewind.csv"
"2233","E",11,"fall",2010,"wrightsvillewind.csv"
"2234","NE",4,"fall",2010,"wrightsvillewind.csv"
"2235","NW",16,"fall",2010,"wrightsvillewind.csv"
"2236","S",13,"fall",2010,"wrightsvillewind.csv"
"2237","SE",7,"fall",2010,"wrightsvillewind.csv"
"2238","SW",23,"fall",2010,"wrightsvillewind.csv"
"2239","W",18,"fall",2010,"wrightsvillewind.csv"
"2240","E",14,"winter",2011,"wrightsvillewind.csv"
"2241","NE",14,"winter",2011,"wrightsvillewind.csv"
"2242","NW",3,"winter",2011,"wrightsvillewind.csv"
"2243","S",11,"winter",2011,"wrightsvillewind.csv"
"2244","SE",9,"winter",2011,"wrightsvillewind.csv"
"2245","SW",25,"winter",2011,"wrightsvillewind.csv"
"2246","W",14,"winter",2011,"wrightsvillewind.csv"
"2247","E",7,"spring",2011,"wrightsvillewind.csv"
"2248","NE",1,"spring",2011,"wrightsvillewind.csv"
"2249","S",27,"spring",2011,"wrightsvillewind.csv"
"2250","SE",12,"spring",2011,"wrightsvillewind.csv"
"2251","SW",35,"spring",2011,"wrightsvillewind.csv"
"2252","W",9,"spring",2011,"wrightsvillewind.csv"
"2253","E",4,"summer",2011,"wrightsvillewind.csv"
"2254","N",1,"summer",2011,"wrightsvillewind.csv"
"2255","NE",7,"summer",2011,"wrightsvillewind.csv"
"2256","S",15,"summer",2011,"wrightsvillewind.csv"
"2257","SE",9,"summer",2011,"wrightsvillewind.csv"
"2258","SW",45,"summer",2011,"wrightsvillewind.csv"
"2259","W",3,"summer",2011,"wrightsvillewind.csv"
"2260","E",5,"fall",2011,"wrightsvillewind.csv"
"2261","N",1,"fall",2011,"wrightsvillewind.csv"
"2262","NE",15,"fall",2011,"wrightsvillewind.csv"
"2263","NW",5,"fall",2011,"wrightsvillewind.csv"
"2264","S",12,"fall",2011,"wrightsvillewind.csv"
"2265","SE",12,"fall",2011,"wrightsvillewind.csv"
"2266","SW",25,"fall",2011,"wrightsvillewind.csv"
"2267","W",14,"fall",2011,"wrightsvillewind.csv"
"2268","E",14,"winter",2012,"wrightsvillewind.csv"
"2269","NE",3,"winter",2012,"wrightsvillewind.csv"
"2270","NW",5,"winter",2012,"wrightsvillewind.csv"
"2271","S",20,"winter",2012,"wrightsvillewind.csv"
"2272","SE",8,"winter",2012,"wrightsvillewind.csv"
"2273","SW",28,"winter",2012,"wrightsvillewind.csv"
"2274","W",7,"winter",2012,"wrightsvillewind.csv"
"2275","E",8,"spring",2012,"wrightsvillewind.csv"
"2276","NE",13,"spring",2012,"wrightsvillewind.csv"
"2277","S",18,"spring",2012,"wrightsvillewind.csv"
"2278","SE",15,"spring",2012,"wrightsvillewind.csv"
"2279","SW",28,"spring",2012,"wrightsvillewind.csv"
"2280","W",9,"spring",2012,"wrightsvillewind.csv"
"2281","E",10,"summer",2012,"wrightsvillewind.csv"
"2282","NE",5,"summer",2012,"wrightsvillewind.csv"
"2283","NW",1,"summer",2012,"wrightsvillewind.csv"
"2284","S",23,"summer",2012,"wrightsvillewind.csv"
"2285","SE",7,"summer",2012,"wrightsvillewind.csv"
"2286","SW",41,"summer",2012,"wrightsvillewind.csv"
"2287","W",3,"summer",2012,"wrightsvillewind.csv"
"2288","E",7,"fall",2012,"wrightsvillewind.csv"
"2289","N",6,"fall",2012,"wrightsvillewind.csv"
"2290","NE",11,"fall",2012,"wrightsvillewind.csv"
"2291","NW",6,"fall",2012,"wrightsvillewind.csv"
"2292","S",10,"fall",2012,"wrightsvillewind.csv"
"2293","SE",11,"fall",2012,"wrightsvillewind.csv"
"2294","SW",24,"fall",2012,"wrightsvillewind.csv"
"2295","W",17,"fall",2012,"wrightsvillewind.csv"
"2296","E",9,"winter",2013,"wrightsvillewind.csv"
"2297","NE",7,"winter",2013,"wrightsvillewind.csv"
"2298","NW",10,"winter",2013,"wrightsvillewind.csv"
"2299","S",17,"winter",2013,"wrightsvillewind.csv"
"2300","SE",10,"winter",2013,"wrightsvillewind.csv"
"2301","SW",15,"winter",2013,"wrightsvillewind.csv"
"2302","W",22,"winter",2013,"wrightsvillewind.csv"
"2303","E",9,"spring",2013,"wrightsvillewind.csv"
"2304","NE",11,"spring",2013,"wrightsvillewind.csv"
"2305","NW",1,"spring",2013,"wrightsvillewind.csv"
"2306","S",20,"spring",2013,"wrightsvillewind.csv"
"2307","SE",10,"spring",2013,"wrightsvillewind.csv"
"2308","SW",19,"spring",2013,"wrightsvillewind.csv"
"2309","W",2,"spring",2013,"wrightsvillewind.csv"
"2310","E",13,"summer",2013,"wrightsvillewind.csv"
"2311","N",3,"summer",2013,"wrightsvillewind.csv"
"2312","NE",13,"summer",2013,"wrightsvillewind.csv"
"2313","S",18,"summer",2013,"wrightsvillewind.csv"
"2314","SE",11,"summer",2013,"wrightsvillewind.csv"
"2315","SW",33,"summer",2013,"wrightsvillewind.csv"
"2316","W",1,"summer",2013,"wrightsvillewind.csv"
"2317","E",11,"fall",2013,"wrightsvillewind.csv"
"2318","N",3,"fall",2013,"wrightsvillewind.csv"
"2319","NE",7,"fall",2013,"wrightsvillewind.csv"
"2320","NW",6,"fall",2013,"wrightsvillewind.csv"
"2321","S",17,"fall",2013,"wrightsvillewind.csv"
"2322","SE",13,"fall",2013,"wrightsvillewind.csv"
"2323","SW",20,"fall",2013,"wrightsvillewind.csv"
"2324","W",15,"fall",2013,"wrightsvillewind.csv"
"2325","E",8,"winter",2014,"wrightsvillewind.csv"
"2326","N",3,"winter",2014,"wrightsvillewind.csv"
"2327","NE",6,"winter",2014,"wrightsvillewind.csv"
"2328","NW",6,"winter",2014,"wrightsvillewind.csv"
"2329","S",9,"winter",2014,"wrightsvillewind.csv"
"2330","SE",16,"winter",2014,"wrightsvillewind.csv"
"2331","SW",29,"winter",2014,"wrightsvillewind.csv"
"2332","W",13,"winter",2014,"wrightsvillewind.csv"
"2333","E",6,"spring",2014,"wrightsvillewind.csv"
"2334","N",1,"spring",2014,"wrightsvillewind.csv"
"2335","NE",9,"spring",2014,"wrightsvillewind.csv"
"2336","S",21,"spring",2014,"wrightsvillewind.csv"
"2337","SE",10,"spring",2014,"wrightsvillewind.csv"
"2338","SW",38,"spring",2014,"wrightsvillewind.csv"
"2339","W",6,"spring",2014,"wrightsvillewind.csv"
"2340","E",14,"summer",2014,"wrightsvillewind.csv"
"2341","N",4,"summer",2014,"wrightsvillewind.csv"
"2342","NE",9,"summer",2014,"wrightsvillewind.csv"
"2343","S",21,"summer",2014,"wrightsvillewind.csv"
"2344","SE",11,"summer",2014,"wrightsvillewind.csv"
"2345","SW",30,"summer",2014,"wrightsvillewind.csv"
"2346","W",3,"summer",2014,"wrightsvillewind.csv"
"2347","E",11,"fall",2014,"wrightsvillewind.csv"
"2348","N",1,"fall",2014,"wrightsvillewind.csv"
"2349","NE",6,"fall",2014,"wrightsvillewind.csv"
"2350","NW",9,"fall",2014,"wrightsvillewind.csv"
"2351","S",11,"fall",2014,"wrightsvillewind.csv"
"2352","SE",14,"fall",2014,"wrightsvillewind.csv"
"2353","SW",26,"fall",2014,"wrightsvillewind.csv"
"2354","W",14,"fall",2014,"wrightsvillewind.csv"
"2355","E",10,"winter",2015,"wrightsvillewind.csv"
"2356","NE",12,"winter",2015,"wrightsvillewind.csv"
"2357","NW",8,"winter",2015,"wrightsvillewind.csv"
"2358","S",13,"winter",2015,"wrightsvillewind.csv"
"2359","SE",10,"winter",2015,"wrightsvillewind.csv"
"2360","SW",21,"winter",2015,"wrightsvillewind.csv"
"2361","W",16,"winter",2015,"wrightsvillewind.csv"
"2362","E",9,"spring",2015,"wrightsvillewind.csv"
"2363","NE",9,"spring",2015,"wrightsvillewind.csv"
"2364","S",20,"spring",2015,"wrightsvillewind.csv"
"2365","SE",18,"spring",2015,"wrightsvillewind.csv"
"2366","SW",31,"spring",2015,"wrightsvillewind.csv"
"2367","W",4,"spring",2015,"wrightsvillewind.csv"
"2368","E",12,"summer",2015,"wrightsvillewind.csv"
"2369","N",1,"summer",2015,"wrightsvillewind.csv"
"2370","NE",16,"summer",2015,"wrightsvillewind.csv"
"2371","S",15,"summer",2015,"wrightsvillewind.csv"
"2372","SE",12,"summer",2015,"wrightsvillewind.csv"
"2373","SW",35,"summer",2015,"wrightsvillewind.csv"
"2374","W",1,"summer",2015,"wrightsvillewind.csv"
"2375","E",12,"fall",2015,"wrightsvillewind.csv"
"2376","N",4,"fall",2015,"wrightsvillewind.csv"
"2377","NE",14,"fall",2015,"wrightsvillewind.csv"
"2378","NW",2,"fall",2015,"wrightsvillewind.csv"
"2379","S",15,"fall",2015,"wrightsvillewind.csv"
"2380","SE",10,"fall",2015,"wrightsvillewind.csv"
"2381","SW",25,"fall",2015,"wrightsvillewind.csv"
"2382","W",10,"fall",2015,"wrightsvillewind.csv"
"2383","E",10,"winter",2016,"wrightsvillewind.csv"
"2384","NE",9,"winter",2016,"wrightsvillewind.csv"
"2385","NW",8,"winter",2016,"wrightsvillewind.csv"
"2386","S",13,"winter",2016,"wrightsvillewind.csv"
"2387","SE",11,"winter",2016,"wrightsvillewind.csv"
"2388","SW",27,"winter",2016,"wrightsvillewind.csv"
"2389","W",11,"winter",2016,"wrightsvillewind.csv"
"2390","E",8,"spring",2016,"wrightsvillewind.csv"
"2391","NE",9,"spring",2016,"wrightsvillewind.csv"
"2392","NW",1,"spring",2016,"wrightsvillewind.csv"
"2393","S",14,"spring",2016,"wrightsvillewind.csv"
"2394","SE",14,"spring",2016,"wrightsvillewind.csv"
"2395","SW",31,"spring",2016,"wrightsvillewind.csv"
"2396","W",14,"spring",2016,"wrightsvillewind.csv"
"2397","E",9,"summer",2016,"wrightsvillewind.csv"
"2398","NE",5,"summer",2016,"wrightsvillewind.csv"
"2399","NW",1,"summer",2016,"wrightsvillewind.csv"
"2400","S",23,"summer",2016,"wrightsvillewind.csv"
"2401","SE",15,"summer",2016,"wrightsvillewind.csv"
"2402","SW",34,"summer",2016,"wrightsvillewind.csv"
"2403","W",5,"summer",2016,"wrightsvillewind.csv"
"2404","E",7,"fall",2016,"wrightsvillewind.csv"
"2405","N",4,"fall",2016,"wrightsvillewind.csv"
"2406","NE",15,"fall",2016,"wrightsvillewind.csv"
"2407","NW",6,"fall",2016,"wrightsvillewind.csv"
"2408","S",13,"fall",2016,"wrightsvillewind.csv"
"2409","SE",11,"fall",2016,"wrightsvillewind.csv"
"2410","SW",16,"fall",2016,"wrightsvillewind.csv"
"2411","W",20,"fall",2016,"wrightsvillewind.csv"
"2412","E",10,"winter",2017,"wrightsvillewind.csv"
"2413","NE",6,"winter",2017,"wrightsvillewind.csv"
"2414","NW",4,"winter",2017,"wrightsvillewind.csv"
"2415","S",12,"winter",2017,"wrightsvillewind.csv"
"2416","SE",18,"winter",2017,"wrightsvillewind.csv"
"2417","SW",25,"winter",2017,"wrightsvillewind.csv"
"2418","W",15,"winter",2017,"wrightsvillewind.csv"
"2419","E",8,"spring",2017,"wrightsvillewind.csv"
"2420","NE",2,"spring",2017,"wrightsvillewind.csv"
"2421","S",28,"spring",2017,"wrightsvillewind.csv"
"2422","SE",4,"spring",2017,"wrightsvillewind.csv"
"2423","SW",41,"spring",2017,"wrightsvillewind.csv"
"2424","W",8,"spring",2017,"wrightsvillewind.csv"
"2425","E",5,"summer",2017,"wrightsvillewind.csv"
"2426","NE",14,"summer",2017,"wrightsvillewind.csv"
"2427","NW",3,"summer",2017,"wrightsvillewind.csv"
"2428","S",22,"summer",2017,"wrightsvillewind.csv"
"2429","SE",8,"summer",2017,"wrightsvillewind.csv"
"2430","SW",36,"summer",2017,"wrightsvillewind.csv"
"2431","W",4,"summer",2017,"wrightsvillewind.csv"
"2432","E",8,"fall",2017,"wrightsvillewind.csv"
"2433","N",2,"fall",2017,"wrightsvillewind.csv"
"2434","NE",14,"fall",2017,"wrightsvillewind.csv"
"2435","NW",2,"fall",2017,"wrightsvillewind.csv"
"2436","S",12,"fall",2017,"wrightsvillewind.csv"
"2437","SE",12,"fall",2017,"wrightsvillewind.csv"
"2438","SW",26,"fall",2017,"wrightsvillewind.csv"
"2439","W",16,"fall",2017,"wrightsvillewind.csv"
"2440","E",16,"winter",2018,"wrightsvillewind.csv"
"2441","NE",11,"winter",2018,"wrightsvillewind.csv"
"2442","NW",8,"winter",2018,"wrightsvillewind.csv"
"2443","S",13,"winter",2018,"wrightsvillewind.csv"
"2444","SE",9,"winter",2018,"wrightsvillewind.csv"
"2445","SW",22,"winter",2018,"wrightsvillewind.csv"
"2446","W",11,"winter",2018,"wrightsvillewind.csv"
"2447","E",6,"spring",2018,"wrightsvillewind.csv"
"2448","NE",2,"spring",2018,"wrightsvillewind.csv"
"2449","S",32,"spring",2018,"wrightsvillewind.csv"
"2450","SE",16,"spring",2018,"wrightsvillewind.csv"
"2451","SW",32,"spring",2018,"wrightsvillewind.csv"
"2452","W",3,"spring",2018,"wrightsvillewind.csv"
"2453","E",12,"summer",2018,"wrightsvillewind.csv"
"2454","NE",6,"summer",2018,"wrightsvillewind.csv"
"2455","NW",1,"summer",2018,"wrightsvillewind.csv"
"2456","S",26,"summer",2018,"wrightsvillewind.csv"
"2457","SE",15,"summer",2018,"wrightsvillewind.csv"
"2458","SW",31,"summer",2018,"wrightsvillewind.csv"
"2459","W",1,"summer",2018,"wrightsvillewind.csv"
"2460","E",15,"fall",2018,"wrightsvillewind.csv"
"2461","N",1,"fall",2018,"wrightsvillewind.csv"
"2462","NE",10,"fall",2018,"wrightsvillewind.csv"
"2463","NW",5,"fall",2018,"wrightsvillewind.csv"
"2464","S",16,"fall",2018,"wrightsvillewind.csv"
"2465","SE",9,"fall",2018,"wrightsvillewind.csv"
"2466","SW",20,"fall",2018,"wrightsvillewind.csv"
"2467","W",16,"fall",2018,"wrightsvillewind.csv"
"2468","E",14,"winter",2019,"wrightsvillewind.csv"
"2469","N",2,"winter",2019,"wrightsvillewind.csv"
"2470","NE",9,"winter",2019,"wrightsvillewind.csv"
"2471","NW",4,"winter",2019,"wrightsvillewind.csv"
"2472","S",17,"winter",2019,"wrightsvillewind.csv"
"2473","SE",9,"winter",2019,"wrightsvillewind.csv"
"2474","SW",21,"winter",2019,"wrightsvillewind.csv"
"2475","W",14,"winter",2019,"wrightsvillewind.csv"
"2476","E",7,"spring",2019,"wrightsvillewind.csv"
"2477","NE",3,"spring",2019,"wrightsvillewind.csv"
"2478","NW",1,"spring",2019,"wrightsvillewind.csv"
"2479","S",29,"spring",2019,"wrightsvillewind.csv"
"2480","SE",13,"spring",2019,"wrightsvillewind.csv"
"2481","SW",32,"spring",2019,"wrightsvillewind.csv"
"2482","W",6,"spring",2019,"wrightsvillewind.csv"
"2483","E",12,"summer",2019,"wrightsvillewind.csv"
"2484","N",1,"summer",2019,"wrightsvillewind.csv"
"2485","NE",11,"summer",2019,"wrightsvillewind.csv"
"2486","S",20,"summer",2019,"wrightsvillewind.csv"
"2487","SE",7,"summer",2019,"wrightsvillewind.csv"
"2488","SW",39,"summer",2019,"wrightsvillewind.csv"
"2489","W",2,"summer",2019,"wrightsvillewind.csv"
"2490","E",18,"fall",2019,"wrightsvillewind.csv"
"2491","N",4,"fall",2019,"wrightsvillewind.csv"
"2492","NE",7,"fall",2019,"wrightsvillewind.csv"
"2493","NW",6,"fall",2019,"wrightsvillewind.csv"
"2494","S",17,"fall",2019,"wrightsvillewind.csv"
"2495","SE",11,"fall",2019,"wrightsvillewind.csv"
"2496","SW",22,"fall",2019,"wrightsvillewind.csv"
"2497","W",7,"fall",2019,"wrightsvillewind.csv"
"2498","E",11,"winter",2020,"wrightsvillewind.csv"
"2499","N",1,"winter",2020,"wrightsvillewind.csv"
"2500","NE",9,"winter",2020,"wrightsvillewind.csv"
"2501","NW",1,"winter",2020,"wrightsvillewind.csv"
"2502","S",18,"winter",2020,"wrightsvillewind.csv"
"2503","SE",9,"winter",2020,"wrightsvillewind.csv"
"2504","SW",27,"winter",2020,"wrightsvillewind.csv"
"2505","W",15,"winter",2020,"wrightsvillewind.csv"
"2506","E",8,"spring",2020,"wrightsvillewind.csv"
"2507","NE",7,"spring",2020,"wrightsvillewind.csv"
"2508","NW",5,"spring",2020,"wrightsvillewind.csv"
"2509","S",20,"spring",2020,"wrightsvillewind.csv"
"2510","SE",9,"spring",2020,"wrightsvillewind.csv"
"2511","SW",30,"spring",2020,"wrightsvillewind.csv"
"2512","W",12,"spring",2020,"wrightsvillewind.csv"
"2513","E",6,"summer",2020,"wrightsvillewind.csv"
"2514","N",2,"summer",2020,"wrightsvillewind.csv"
"2515","NE",6,"summer",2020,"wrightsvillewind.csv"
"2516","S",23,"summer",2020,"wrightsvillewind.csv"
"2517","SE",12,"summer",2020,"wrightsvillewind.csv"
"2518","SW",37,"summer",2020,"wrightsvillewind.csv"
"2519","W",6,"summer",2020,"wrightsvillewind.csv"
"2520","E",10,"fall",2020,"wrightsvillewind.csv"
"2521","N",2,"fall",2020,"wrightsvillewind.csv"
"2522","NE",16,"fall",2020,"wrightsvillewind.csv"
"2523","NW",8,"fall",2020,"wrightsvillewind.csv"
"2524","S",17,"fall",2020,"wrightsvillewind.csv"
"2525","SE",14,"fall",2020,"wrightsvillewind.csv"
"2526","SW",10,"fall",2020,"wrightsvillewind.csv"
"2527","W",15,"fall",2020,"wrightsvillewind.csv"
"2528","E",15,"winter",2021,"wrightsvillewind.csv"
"2529","N",2,"winter",2021,"wrightsvillewind.csv"
"2530","NE",5,"winter",2021,"wrightsvillewind.csv"
"2531","NW",5,"winter",2021,"wrightsvillewind.csv"
"2532","S",18,"winter",2021,"wrightsvillewind.csv"
"2533","SE",9,"winter",2021,"wrightsvillewind.csv"
"2534","SW",25,"winter",2021,"wrightsvillewind.csv"
"2535","W",11,"winter",2021,"wrightsvillewind.csv"
"2536","E",9,"spring",2021,"wrightsvillewind.csv"
"2537","NE",8,"spring",2021,"wrightsvillewind.csv"
"2538","NW",1,"spring",2021,"wrightsvillewind.csv"
"2539","S",28,"spring",2021,"wrightsvillewind.csv"
"2540","SE",9,"spring",2021,"wrightsvillewind.csv"
"2541","SW",29,"spring",2021,"wrightsvillewind.csv"
"2542","W",7,"spring",2021,"wrightsvillewind.csv"
"2543","E",10,"summer",2021,"wrightsvillewind.csv"
"2544","NE",1,"summer",2021,"wrightsvillewind.csv"
"2545","NW",2,"summer",2021,"wrightsvillewind.csv"
"2546","S",32,"summer",2021,"wrightsvillewind.csv"
"2547","SE",10,"summer",2021,"wrightsvillewind.csv"
"2548","SW",34,"summer",2021,"wrightsvillewind.csv"
"2549","W",3,"summer",2021,"wrightsvillewind.csv"
"2550","E",8,"fall",2021,"wrightsvillewind.csv"
"2551","N",1,"fall",2021,"wrightsvillewind.csv"
"2552","NE",7,"fall",2021,"wrightsvillewind.csv"
"2553","NW",7,"fall",2021,"wrightsvillewind.csv"
"2554","S",20,"fall",2021,"wrightsvillewind.csv"
"2555","SE",6,"fall",2021,"wrightsvillewind.csv"
"2556","SW",28,"fall",2021,"wrightsvillewind.csv"
"2557","W",15,"fall",2021,"wrightsvillewind.csv"
"2558","E",9,"winter",2022,"wrightsvillewind.csv"
"2559","N",1,"winter",2022,"wrightsvillewind.csv"
"2560","NE",11,"winter",2022,"wrightsvillewind.csv"
"2561","NW",5,"winter",2022,"wrightsvillewind.csv"
"2562","S",18,"winter",2022,"wrightsvillewind.csv"
"2563","SE",11,"winter",2022,"wrightsvillewind.csv"
"2564","SW",26,"winter",2022,"wrightsvillewind.csv"
"2565","W",9,"winter",2022,"wrightsvillewind.csv"
"2566","E",10,"spring",2022,"wrightsvillewind.csv"
"2567","NE",7,"spring",2022,"wrightsvillewind.csv"
"2568","NW",1,"spring",2022,"wrightsvillewind.csv"
"2569","S",21,"spring",2022,"wrightsvillewind.csv"
"2570","SE",16,"spring",2022,"wrightsvillewind.csv"
"2571","SW",31,"spring",2022,"wrightsvillewind.csv"
"2572","W",5,"spring",2022,"wrightsvillewind.csv"
"2573","E",12,"summer",2022,"wrightsvillewind.csv"
"2574","N",1,"summer",2022,"wrightsvillewind.csv"
"2575","NE",5,"summer",2022,"wrightsvillewind.csv"
"2576","S",22,"summer",2022,"wrightsvillewind.csv"
"2577","SE",12,"summer",2022,"wrightsvillewind.csv"
"2578","SW",40,"summer",2022,"wrightsvillewind.csv"
"2579","E",14,"fall",2022,"wrightsvillewind.csv"
"2580","N",4,"fall",2022,"wrightsvillewind.csv"
"2581","NE",15,"fall",2022,"wrightsvillewind.csv"
"2582","NW",9,"fall",2022,"wrightsvillewind.csv"
"2583","S",10,"fall",2022,"wrightsvillewind.csv"
"2584","SE",12,"fall",2022,"wrightsvillewind.csv"
"2585","SW",17,"fall",2022,"wrightsvillewind.csv"
"2586","W",11,"fall",2022,"wrightsvillewind.csv"
"2587","E",8,"winter",2023,"wrightsvillewind.csv"
"2588","NE",5,"winter",2023,"wrightsvillewind.csv"
"2589","NW",5,"winter",2023,"wrightsvillewind.csv"
"2590","S",18,"winter",2023,"wrightsvillewind.csv"
"2591","SE",14,"winter",2023,"wrightsvillewind.csv"
"2592","SW",24,"winter",2023,"wrightsvillewind.csv"
"2593","W",16,"winter",2023,"wrightsvillewind.csv"
"2594","E",8,"spring",2023,"wrightsvillewind.csv"
"2595","N",3,"spring",2023,"wrightsvillewind.csv"
"2596","NE",14,"spring",2023,"wrightsvillewind.csv"
"2597","S",24,"spring",2023,"wrightsvillewind.csv"
"2598","SE",11,"spring",2023,"wrightsvillewind.csv"
"2599","SW",25,"spring",2023,"wrightsvillewind.csv"
"2600","W",6,"spring",2023,"wrightsvillewind.csv"
"2601","E",2,"summer",2023,"wrightsvillewind.csv"
"2602","NE",2,"summer",2023,"wrightsvillewind.csv"
"2603","S",20,"summer",2023,"wrightsvillewind.csv"
"2604","SE",3,"summer",2023,"wrightsvillewind.csv"
"2605","SW",24,"summer",2023,"wrightsvillewind.csv"
"2606","W",3,"summer",2023,"wrightsvillewind.csv"
