Estimate Status,Year,Species_group,Sub_group,Released_alive_B2,PSE
FINAL,2014,WRASSES,TAUTOG,1165,106
FINAL,2015,BARRACUDAS,BARRACUDAS,10494,39
FINAL,2015,BLUEFISH,BLUEFISH,6356252,15.4
FINAL,2015,CARTILAGINOUS FISHES,DOGFISH SHARKS,777052,43.9
FINAL,2015,CARTILAGINOUS FISHES,OTHER SHARKS,1860863,14
FINAL,2015,CARTILAGINOUS FISHES,SKATES/RAYS,2774667,28.3
FINAL,2015,CATFISHES,FRESHWATER CATFISHES,28160,42.8
FINAL,2015,CODS AND HAKES,OTHER CODS/HAKES,72507,89.5
FINAL,2015,DOLPHINS,DOLPHINS,73872,79.8
FINAL,2015,DRUMS,ATLANTIC CROAKER,9632560,11.1
FINAL,2015,DRUMS,BLACK DRUM,1791758,21.9
FINAL,2015,DRUMS,KINGFISHES,4850506,17
FINAL,2015,DRUMS,OTHER DRUM,106833,60.3
FINAL,2015,DRUMS,RED DRUM,1308072,27.2
FINAL,2015,DRUMS,SILVER PERCH,98138,36.2
FINAL,2015,DRUMS,SPOT,2984629,15.3
FINAL,2015,DRUMS,SPOTTED SEATROUT,4824088,22.8
FINAL,2015,DRUMS,WEAKFISH,1608036,30.8
FINAL,2015,EELS,EELS,3193,61.3
FINAL,2015,FLOUNDERS,OTHER FLOUNDERS,2781270,11.7
FINAL,2015,GRUNTS,OTHER GRUNTS,61188,77.8
FINAL,2015,GRUNTS,PIGFISH,3332936,13.6
FINAL,2015,GRUNTS,WHITE GRUNT,30399,49.1
FINAL,2015,HERRINGS,HERRINGS,532176,33.2
FINAL,2015,JACKS,BLUE RUNNER,96334,70.6
FINAL,2015,JACKS,CREVALLE JACK,51509,59.8
FINAL,2015,JACKS,FLORIDA POMPANO,883312,25.9
FINAL,2015,JACKS,GREATER AMBERJACK,10128,84.3
FINAL,2015,JACKS,OTHER JACKS,232176,30.2
FINAL,2015,MULLETS,MULLETS,280292,40.9
FINAL,2015,OTHER FISHES,OTHER FISHES,2194729,12.7
FINAL,2015,PORGIES,OTHER PORGIES,18321,80.4
FINAL,2015,PORGIES,PINFISHES,14962720,11.4
FINAL,2015,PORGIES,RED PORGY,13153,61.2
FINAL,2015,PORGIES,SHEEPSHEAD,160447,22.6
FINAL,2015,PUFFERS,PUFFERS,4763058,15.5
FINAL,2015,SEA BASSES,BLACK SEA BASS,5036500,18.8
FINAL,2015,SEA BASSES,EPINEPHELUS GROUPERS,5557,51.9
FINAL,2015,SEA BASSES,MYCTEROPERCA GROUPERS,73253,33.9
FINAL,2015,SEA BASSES,OTHER SEA BASSES,49167,40.6
FINAL,2015,SEAROBINS,SEAROBINS,149738,34.2
FINAL,2015,SNAPPERS,RED SNAPPER,4295,52.2
FINAL,2015,SNAPPERS,VERMILION SNAPPER,16393,61.5
FINAL,2015,TEMPERATE BASSES,STRIPED BASS,342880,22.3
FINAL,2015,TEMPERATE BASSES,WHITE PERCH,87383,65.1
FINAL,2015,TOADFISHES,TOADFISHES,392377,16.9
FINAL,2015,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,1292,76.1
FINAL,2015,TUNAS AND MACKERELS,KING MACKEREL,16877,52.4
FINAL,2015,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,87239,29.2
FINAL,2015,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,12577,30
FINAL,2015,TUNAS AND MACKERELS,SPANISH MACKEREL,514714,17.7
FINAL,2015,WRASSES,TAUTOG,3126,95.9
FINAL,2016,BARRACUDAS,BARRACUDAS,5599,42.3
FINAL,2016,BLUEFISH,BLUEFISH,6802960,19.3
FINAL,2016,CARTILAGINOUS FISHES,DOGFISH SHARKS,181165,30.9
FINAL,2016,CARTILAGINOUS FISHES,OTHER SHARKS,1383741,14.9
FINAL,2016,CARTILAGINOUS FISHES,SKATES/RAYS,1808919,15.6
FINAL,2016,CATFISHES,FRESHWATER CATFISHES,49118,54.7
FINAL,2016,CODS AND HAKES,OTHER CODS/HAKES,1183,68
FINAL,2016,CODS AND HAKES,POLLOCK,15214,103.9
FINAL,2016,DOLPHINS,DOLPHINS,2520,61.4
FINAL,2016,DRUMS,ATLANTIC CROAKER,7254382,14.9
FINAL,2016,DRUMS,BLACK DRUM,2530596,29.9
FINAL,2016,DRUMS,KINGFISHES,4076760,14.5
FINAL,2016,DRUMS,OTHER DRUM,50626,81.2
FINAL,2016,DRUMS,RED DRUM,3203452,30.5
FINAL,2016,DRUMS,SILVER PERCH,499616,25.7
FINAL,2016,DRUMS,SPOT,1831415,22
FINAL,2016,DRUMS,SPOTTED SEATROUT,6475193,17.7
FINAL,2016,DRUMS,WEAKFISH,1091422,27.1
FINAL,2016,EELS,EELS,19661,55.4
FINAL,2016,FLOUNDERS,OTHER FLOUNDERS,2879091,24
FINAL,2016,FLOUNDERS,SOUTHERN FLOUNDER,67,101.9
FINAL,2016,GRUNTS,OTHER GRUNTS,15353,50.2
FINAL,2016,GRUNTS,PIGFISH,2452668,14.2
FINAL,2016,GRUNTS,WHITE GRUNT,72791,66.6
FINAL,2016,HERRINGS,HERRINGS,379503,34.4
FINAL,2016,JACKS,BLUE RUNNER,123485,51.9
FINAL,2016,JACKS,CREVALLE JACK,115164,68.2
FINAL,2016,JACKS,FLORIDA POMPANO,1446589,27.2
FINAL,2016,JACKS,GREATER AMBERJACK,31318,42.5
FINAL,2016,JACKS,OTHER JACKS,1249591,50.8
FINAL,2016,MULLETS,MULLETS,960658,42
FINAL,2016,OTHER FISHES,OTHER FISHES,3932588,22.7
FINAL,2016,PORGIES,OTHER PORGIES,3588,76.9
FINAL,2016,PORGIES,PINFISHES,16970893,13.6
FINAL,2016,PORGIES,RED PORGY,49896,93.5
FINAL,2016,PORGIES,SHEEPSHEAD,212471,23.2
FINAL,2016,PUFFERS,PUFFERS,2745974,15.4
FINAL,2016,SEA BASSES,BLACK SEA BASS,5536050,13.7
FINAL,2016,SEA BASSES,EPINEPHELUS GROUPERS,1761,64.9
FINAL,2016,SEA BASSES,MYCTEROPERCA GROUPERS,27773,38.8
FINAL,2016,SEA BASSES,OTHER SEA BASSES,21128,68.4
FINAL,2016,SEAROBINS,SEAROBINS,316495,39.3
FINAL,2016,SNAPPERS,OTHER SNAPPERS,60,100.2
FINAL,2016,SNAPPERS,RED SNAPPER,20467,55.1
FINAL,2016,SNAPPERS,VERMILION SNAPPER,10214,64.5
FINAL,2016,TEMPERATE BASSES,STRIPED BASS,1088687,19.1
FINAL,2016,TEMPERATE BASSES,WHITE PERCH,43243,75.2
FINAL,2016,TOADFISHES,TOADFISHES,355429,30.4
FINAL,2016,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,121678,69.7
FINAL,2016,TUNAS AND MACKERELS,KING MACKEREL,43909,31.6
FINAL,2016,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,145700,33.3
FINAL,2016,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,75351,29.6
FINAL,2016,TUNAS AND MACKERELS,SPANISH MACKEREL,546950,19.5
FINAL,2016,WRASSES,OTHER WRASSES,8,102
FINAL,2016,WRASSES,TAUTOG,30980,83.4
FINAL,2017,BARRACUDAS,BARRACUDAS,15683,39.6
FINAL,2017,BLUEFISH,BLUEFISH,8255510,29.8
FINAL,2017,CARTILAGINOUS FISHES,DOGFISH SHARKS,113453,42.2
FINAL,2017,CARTILAGINOUS FISHES,OTHER SHARKS,1955320,23.8
FINAL,2017,CARTILAGINOUS FISHES,SKATES/RAYS,1618047,14.1
FINAL,2017,CATFISHES,FRESHWATER CATFISHES,67162,43.1
FINAL,2017,CODS AND HAKES,OTHER CODS/HAKES,1048,83
FINAL,2017,DOLPHINS,DOLPHINS,3035,39.1
FINAL,2017,DRUMS,ATLANTIC CROAKER,4631445,13
FINAL,2017,DRUMS,BLACK DRUM,2336352,22.1
FINAL,2017,DRUMS,KINGFISHES,4075827,24
FINAL,2017,DRUMS,OTHER DRUM,3888,88.1
FINAL,2017,DRUMS,RED DRUM,2165656,13
FINAL,2017,DRUMS,SILVER PERCH,441052,36.7
FINAL,2017,DRUMS,SPOT,1902281,28.2
FINAL,2017,DRUMS,SPOTTED SEATROUT,5147567,15.1
FINAL,2017,DRUMS,WEAKFISH,351433,27.1
FINAL,2017,EELS,EELS,24888,30.6
FINAL,2017,FLOUNDERS,OTHER FLOUNDERS,2988425,15.2
FINAL,2017,FLOUNDERS,SUMMER FLOUNDER,1334,102.5
FINAL,2017,GRUNTS,OTHER GRUNTS,52008,51.5
FINAL,2017,GRUNTS,PIGFISH,2025949,20.3
FINAL,2017,GRUNTS,WHITE GRUNT,49159,61.1
FINAL,2017,HERRINGS,HERRINGS,383805,60.6
FINAL,2017,JACKS,BLUE RUNNER,43343,68.1
FINAL,2017,JACKS,CREVALLE JACK,157954,100.2
FINAL,2017,JACKS,FLORIDA POMPANO,1681692,31.7
FINAL,2017,JACKS,GREATER AMBERJACK,6229,31.7
FINAL,2017,JACKS,OTHER JACKS,10974,45
FINAL,2017,MULLETS,MULLETS,585469,41.8
FINAL,2017,OTHER FISHES,OTHER FISHES,3723900,37.4
FINAL,2017,PORGIES,OTHER PORGIES,16918,83.9
FINAL,2017,PORGIES,PINFISHES,13812360,16.6
FINAL,2017,PORGIES,RED PORGY,15766,90.9
FINAL,2017,PORGIES,SHEEPSHEAD,910841,22.7
FINAL,2017,PUFFERS,PUFFERS,2136569,36.4
FINAL,2017,SEA BASSES,BLACK SEA BASS,6190501,13.5
FINAL,2017,SEA BASSES,EPINEPHELUS GROUPERS,119,73.9
FINAL,2017,SEA BASSES,MYCTEROPERCA GROUPERS,17832,33.8
FINAL,2017,SEA BASSES,OTHER SEA BASSES,60796,28.1
FINAL,2017,SEAROBINS,SEAROBINS,243372,26.6
FINAL,2017,SNAPPERS,OTHER SNAPPERS,97,99.9
FINAL,2017,SNAPPERS,RED SNAPPER,3270,52
FINAL,2017,SNAPPERS,VERMILION SNAPPER,37224,55.7
FINAL,2017,TEMPERATE BASSES,STRIPED BASS,3691441,26
FINAL,2017,TEMPERATE BASSES,WHITE PERCH,80258,63
FINAL,2017,TOADFISHES,TOADFISHES,270597,18.7
FINAL,2017,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,59231,31.7
FINAL,2017,TUNAS AND MACKERELS,KING MACKEREL,94655,28.6
FINAL,2017,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,119648,20.8
FINAL,2017,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,73618,42.3
FINAL,2017,TUNAS AND MACKERELS,SPANISH MACKEREL,688062,21.4
FINAL,2017,WRASSES,TAUTOG,421,73.1
FINAL,2018,BARRACUDAS,BARRACUDAS,19969,55
FINAL,2018,BLUEFISH,BLUEFISH,7912210,16.2
FINAL,2018,CARTILAGINOUS FISHES,DOGFISH SHARKS,237213,62.4
FINAL,2018,CARTILAGINOUS FISHES,OTHER SHARKS,1134183,16
FINAL,2018,CARTILAGINOUS FISHES,SKATES/RAYS,1452848,16
FINAL,2018,CATFISHES,FRESHWATER CATFISHES,43291,36.8
FINAL,2018,CODS AND HAKES,OTHER CODS/HAKES,491,75.1
FINAL,2018,DOLPHINS,DOLPHINS,27959,42.1
FINAL,2018,DRUMS,ATLANTIC CROAKER,4311368,13.2
FINAL,2018,DRUMS,BLACK DRUM,1450855,21.6
FINAL,2018,DRUMS,KINGFISHES,2180732,19.6
FINAL,2018,DRUMS,OTHER DRUM,7593,62.5
FINAL,2018,DRUMS,RED DRUM,1729260,15.3
FINAL,2018,DRUMS,SILVER PERCH,84721,38.8
FINAL,2018,DRUMS,SPOT,2062163,19.4
FINAL,2018,DRUMS,SPOTTED SEATROUT,15238355,44.3
FINAL,2018,DRUMS,WEAKFISH,299496,52
FINAL,2018,EELS,EELS,22729,38.1
FINAL,2018,FLOUNDERS,OTHER FLOUNDERS,1497527,11.4
FINAL,2018,GRUNTS,OTHER GRUNTS,25491,51.4
FINAL,2018,GRUNTS,PIGFISH,1385059,15.4
FINAL,2018,GRUNTS,WHITE GRUNT,6551,38.9
FINAL,2018,HERRINGS,HERRINGS,987464,38.4
FINAL,2018,JACKS,BLUE RUNNER,63336,92.8
FINAL,2018,JACKS,CREVALLE JACK,5585,74
FINAL,2018,JACKS,FLORIDA POMPANO,1267505,22.9
FINAL,2018,JACKS,GREATER AMBERJACK,2243,55.6
FINAL,2018,JACKS,OTHER JACKS,127433,42.5
FINAL,2018,MULLETS,MULLETS,221000,41
FINAL,2018,OTHER FISHES,OTHER FISHES,2132928,11.1
FINAL,2018,PORGIES,OTHER PORGIES,1701,82.4
FINAL,2018,PORGIES,PINFISHES,9671773,10.7
FINAL,2018,PORGIES,RED PORGY,254,70.1
FINAL,2018,PORGIES,SHEEPSHEAD,524967,17.7
FINAL,2018,PUFFERS,PUFFERS,530364,19.3
FINAL,2018,SEA BASSES,BLACK SEA BASS,2223800,17
FINAL,2018,SEA BASSES,EPINEPHELUS GROUPERS,2619,66.9
FINAL,2018,SEA BASSES,MYCTEROPERCA GROUPERS,1070,75.1
FINAL,2018,SEA BASSES,OTHER SEA BASSES,28564,53.2
FINAL,2018,SEAROBINS,SEAROBINS,123139,33.5
FINAL,2018,SNAPPERS,OTHER SNAPPERS,10,101
FINAL,2018,SNAPPERS,RED SNAPPER,447,55
FINAL,2018,SNAPPERS,VERMILION SNAPPER,14596,47.2
FINAL,2018,TEMPERATE BASSES,STRIPED BASS,1866543,39.9
FINAL,2018,TEMPERATE BASSES,WHITE PERCH,32005,44.8
FINAL,2018,TOADFISHES,TOADFISHES,249500,21
FINAL,2018,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,6207,37.7
FINAL,2018,TUNAS AND MACKERELS,ATLANTIC MACKEREL,23083,95.1
FINAL,2018,TUNAS AND MACKERELS,KING MACKEREL,75614,32.6
FINAL,2018,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,110716,34.3
FINAL,2018,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,22589,40.2
FINAL,2018,TUNAS AND MACKERELS,SPANISH MACKEREL,1019418,30.4
FINAL,2018,WRASSES,TAUTOG,1247,74.2
FINAL,2019,BARRACUDAS,BARRACUDAS,30700,43.4
FINAL,2019,BLUEFISH,BLUEFISH,7162431,22
FINAL,2019,CARTILAGINOUS FISHES,DOGFISH SHARKS,277815,37.2
FINAL,2019,CARTILAGINOUS FISHES,OTHER SHARKS,910191,13.3
FINAL,2019,CARTILAGINOUS FISHES,SKATES/RAYS,1431343,17.3
FINAL,2019,CATFISHES,FRESHWATER CATFISHES,31633,31.3
FINAL,2019,CODS AND HAKES,OTHER CODS/HAKES,9665,76.1
FINAL,2019,DOLPHINS,DOLPHINS,35286,50.6
FINAL,2019,DRUMS,ATLANTIC CROAKER,3634211,11.5
FINAL,2019,DRUMS,BLACK DRUM,756749,16.6
FINAL,2019,DRUMS,KINGFISHES,4152004,22
FINAL,2019,DRUMS,OTHER DRUM,51832,51.3
FINAL,2019,DRUMS,RED DRUM,2976601,17.4
FINAL,2019,DRUMS,SILVER PERCH,244868,29.6
FINAL,2019,DRUMS,SPOT,2356120,27.3
FINAL,2019,DRUMS,SPOTTED SEATROUT,7161183,12.3
FINAL,2019,DRUMS,WEAKFISH,244643,22.9
FINAL,2019,EELS,EELS,8071,81.8
FINAL,2019,FLOUNDERS,OTHER FLOUNDERS,2057284,14.6
FINAL,2019,FLOUNDERS,SOUTHERN FLOUNDER,412,100.9
FINAL,2019,FLOUNDERS,SUMMER FLOUNDER,1469,96.4
FINAL,2019,GRUNTS,OTHER GRUNTS,42046,56.7
FINAL,2019,GRUNTS,PIGFISH,1639294,30.6
FINAL,2019,GRUNTS,WHITE GRUNT,51294,58.4
FINAL,2019,HERRINGS,HERRINGS,384598,30.6
FINAL,2019,JACKS,BLUE RUNNER,17538,81.1
FINAL,2019,JACKS,CREVALLE JACK,17320,45.4
FINAL,2019,JACKS,FLORIDA POMPANO,1668678,35
FINAL,2019,JACKS,GREATER AMBERJACK,4980,50.3
FINAL,2019,JACKS,OTHER JACKS,105563,52.2
FINAL,2019,MULLETS,MULLETS,689258,32.8
FINAL,2019,OTHER FISHES,OTHER FISHES,2387848,9
FINAL,2019,PORGIES,OTHER PORGIES,16654,43
FINAL,2019,PORGIES,PINFISHES,9249076,11
FINAL,2019,PORGIES,RED PORGY,1213,59.8
FINAL,2019,PORGIES,SHEEPSHEAD,312479,26.2
FINAL,2019,PUFFERS,PUFFERS,2559817,17.3
FINAL,2019,SEA BASSES,BLACK SEA BASS,2802990,18
FINAL,2019,SEA BASSES,EPINEPHELUS GROUPERS,461,90.5
FINAL,2019,SEA BASSES,MYCTEROPERCA GROUPERS,11576,50.1
FINAL,2019,SEA BASSES,OTHER SEA BASSES,110768,38.4
FINAL,2019,SEAROBINS,SEAROBINS,250891,24.4
FINAL,2019,SNAPPERS,OTHER SNAPPERS,486,104.8
FINAL,2019,SNAPPERS,RED SNAPPER,7827,81.6
FINAL,2019,SNAPPERS,VERMILION SNAPPER,56226,40.1
FINAL,2019,TEMPERATE BASSES,STRIPED BASS,808739,23.5
FINAL,2019,TEMPERATE BASSES,WHITE PERCH,85772,44.6
FINAL,2019,TOADFISHES,TOADFISHES,266426,24.2
FINAL,2019,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,107269,55.1
FINAL,2019,TUNAS AND MACKERELS,KING MACKEREL,115350,42.1
FINAL,2019,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,80205,27.9
FINAL,2019,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,47504,37
FINAL,2019,TUNAS AND MACKERELS,SPANISH MACKEREL,1340366,21.8
FINAL,2019,WRASSES,OTHER WRASSES,1821,74.3
FINAL,2019,WRASSES,TAUTOG,3926,52.6
FINAL,2020,BARRACUDAS,BARRACUDAS,15723,38.9
FINAL,2020,BLUEFISH,BLUEFISH,6557751,19.6
FINAL,2020,CARTILAGINOUS FISHES,DOGFISH SHARKS,533257,44.6
FINAL,2020,CARTILAGINOUS FISHES,OTHER SHARKS,830371,12.7
FINAL,2020,CARTILAGINOUS FISHES,SKATES/RAYS,1565147,19.4
FINAL,2020,CATFISHES,FRESHWATER CATFISHES,55068,26.8
FINAL,2020,CODS AND HAKES,OTHER CODS/HAKES,4554,73.2
FINAL,2020,DOLPHINS,DOLPHINS,26902,62.1
FINAL,2020,DRUMS,ATLANTIC CROAKER,5560605,13.5
FINAL,2020,DRUMS,BLACK DRUM,704357,18.9
FINAL,2020,DRUMS,KINGFISHES,3461090,14.8
FINAL,2020,DRUMS,OTHER DRUM,112682,44
FINAL,2020,DRUMS,RED DRUM,2686150,12.9
FINAL,2020,DRUMS,SILVER PERCH,85350,30.7
FINAL,2020,DRUMS,SPOT,1673676,17.9
FINAL,2020,DRUMS,SPOTTED SEATROUT,6155571,10.9
FINAL,2020,DRUMS,WEAKFISH,342015,24.2
FINAL,2020,EELS,EELS,16133,40.4
FINAL,2020,FLOUNDERS,OTHER FLOUNDERS,2537364,13.5
FINAL,2020,FLOUNDERS,SOUTHERN FLOUNDER,2766,58.3
FINAL,2020,FLOUNDERS,SUMMER FLOUNDER,552,100.5
FINAL,2020,GRUNTS,OTHER GRUNTS,32821,40.3
FINAL,2020,GRUNTS,PIGFISH,855547,17.5
FINAL,2020,GRUNTS,WHITE GRUNT,32186,53.6
FINAL,2020,HERRINGS,HERRINGS,456502,29
FINAL,2020,JACKS,BLUE RUNNER,24133,52.2
FINAL,2020,JACKS,CREVALLE JACK,144280,61.6
FINAL,2020,JACKS,FLORIDA POMPANO,832361,28
FINAL,2020,JACKS,GREATER AMBERJACK,12326,42.6
FINAL,2020,JACKS,OTHER JACKS,113781,39.3
FINAL,2020,MULLETS,MULLETS,433474,29.9
FINAL,2020,OTHER FISHES,OTHER FISHES,3012902,9.9
FINAL,2020,PORGIES,OTHER PORGIES,3064,62
FINAL,2020,PORGIES,PINFISHES,7043203,12.1
FINAL,2020,PORGIES,RED PORGY,896,50.6
FINAL,2020,PORGIES,SHEEPSHEAD,518140,20.8
FINAL,2020,PUFFERS,PUFFERS,1375740,19.5
FINAL,2020,SEA BASSES,BLACK SEA BASS,2438922,11
FINAL,2020,SEA BASSES,EPINEPHELUS GROUPERS,7498,46.5
FINAL,2020,SEA BASSES,MYCTEROPERCA GROUPERS,19255,34.5
FINAL,2020,SEA BASSES,OTHER SEA BASSES,180126,51.6
FINAL,2020,SEAROBINS,SEAROBINS,219633,23
FINAL,2020,SNAPPERS,OTHER SNAPPERS,1,102.1
FINAL,2020,SNAPPERS,RED SNAPPER,20834,49
FINAL,2020,SNAPPERS,VERMILION SNAPPER,79049,48.5
FINAL,2020,TEMPERATE BASSES,STRIPED BASS,928453,51.6
FINAL,2020,TEMPERATE BASSES,WHITE PERCH,12280,50.5
FINAL,2020,TOADFISHES,TOADFISHES,202337,23.8
FINAL,2020,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,12461,31.8
FINAL,2020,TUNAS AND MACKERELS,KING MACKEREL,70879,31.8
FINAL,2020,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,171564,20.9
FINAL,2020,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,73393,42.5
FINAL,2020,TUNAS AND MACKERELS,SPANISH MACKEREL,1267210,26.7
FINAL,2020,WRASSES,OTHER WRASSES,480,87
FINAL,2020,WRASSES,TAUTOG,492,100.9
FINAL,2021,BARRACUDAS,BARRACUDAS,21844,47.7
FINAL,2021,BLUEFISH,BLUEFISH,3539333,22.2
FINAL,2021,CARTILAGINOUS FISHES,DOGFISH SHARKS,442370,84.4
FINAL,2021,CARTILAGINOUS FISHES,OTHER SHARKS,1139043,16.1
FINAL,2021,CARTILAGINOUS FISHES,SKATES/RAYS,1273458,24.9
FINAL,2021,CATFISHES,FRESHWATER CATFISHES,24542,47.3
FINAL,2021,DOLPHINS,DOLPHINS,25108,72.3
FINAL,2021,DRUMS,ATLANTIC CROAKER,9539047,11.8
FINAL,2021,DRUMS,BLACK DRUM,681121,29
FINAL,2021,DRUMS,KINGFISHES,5593293,21
FINAL,2021,DRUMS,OTHER DRUM,58353,43
FINAL,2021,DRUMS,RED DRUM,2545371,19
FINAL,2021,DRUMS,SILVER PERCH,135156,32.3
FINAL,2021,DRUMS,SPOT,2357567,19.9
FINAL,2021,DRUMS,SPOTTED SEATROUT,6284614,19.4
FINAL,2021,DRUMS,WEAKFISH,1028640,25
FINAL,2021,EELS,EELS,8492,35.5
FINAL,2021,FLOUNDERS,OTHER FLOUNDERS,3136796,15.5
FINAL,2021,GRUNTS,OTHER GRUNTS,206450,32.8
FINAL,2021,GRUNTS,PIGFISH,1149108,16.4
FINAL,2021,GRUNTS,WHITE GRUNT,13810,61.1
FINAL,2021,HERRINGS,HERRINGS,395930,46.2
FINAL,2021,JACKS,BLUE RUNNER,1021,73.7
FINAL,2021,JACKS,CREVALLE JACK,389,100.5
FINAL,2021,JACKS,FLORIDA POMPANO,1153404,27
FINAL,2021,JACKS,GREATER AMBERJACK,3301,35.2
FINAL,2021,JACKS,OTHER JACKS,122621,49.5
FINAL,2021,MULLETS,MULLETS,297650,30.1
FINAL,2021,OTHER FISHES,OTHER FISHES,3576205,9.7
FINAL,2021,PORGIES,OTHER PORGIES,23953,93.5
FINAL,2021,PORGIES,PINFISHES,7921615,11.2
FINAL,2021,PORGIES,RED PORGY,53692,29.2
FINAL,2021,PORGIES,SHEEPSHEAD,873080,17
FINAL,2021,PUFFERS,PUFFERS,1371448,16.6
FINAL,2021,SEA BASSES,BLACK SEA BASS,2172902,10.9
FINAL,2021,SEA BASSES,EPINEPHELUS GROUPERS,2682,84.7
FINAL,2021,SEA BASSES,MYCTEROPERCA GROUPERS,26140,23.2
FINAL,2021,SEA BASSES,OTHER SEA BASSES,371000,66.3
FINAL,2021,SEAROBINS,SEAROBINS,372280,17.9
FINAL,2021,SNAPPERS,RED SNAPPER,18024,37.3
FINAL,2021,SNAPPERS,VERMILION SNAPPER,47409,33.5
FINAL,2021,TEMPERATE BASSES,STRIPED BASS,329829,26.5
FINAL,2021,TEMPERATE BASSES,WHITE PERCH,62388,46.6
FINAL,2021,TOADFISHES,TOADFISHES,216487,18.9
FINAL,2021,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,46438,33.7
FINAL,2021,TUNAS AND MACKERELS,KING MACKEREL,24069,28.8
FINAL,2021,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,52788,23.1
FINAL,2021,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,13483,34.8
FINAL,2021,TUNAS AND MACKERELS,SPANISH MACKEREL,1294525,19.5
FINAL,2021,WRASSES,OTHER WRASSES,9313,95.7
FINAL,2021,WRASSES,TAUTOG,3068,78.9
PRELIMINARY,2022,BARRACUDAS,BARRACUDAS,3216,40
PRELIMINARY,2022,BLUEFISH,BLUEFISH,4028426,12.6
PRELIMINARY,2022,CARTILAGINOUS FISHES,DOGFISH SHARKS,44350,45.7
PRELIMINARY,2022,CARTILAGINOUS FISHES,OTHER SHARKS,654855,14.3
PRELIMINARY,2022,CARTILAGINOUS FISHES,SKATES/RAYS,1011902,19.5
PRELIMINARY,2022,CATFISHES,FRESHWATER CATFISHES,39485,33.9
PRELIMINARY,2022,DOLPHINS,DOLPHINS,544,89.9
PRELIMINARY,2022,DRUMS,ATLANTIC CROAKER,6230798,17.2
PRELIMINARY,2022,DRUMS,BLACK DRUM,247449,28.9
PRELIMINARY,2022,DRUMS,KINGFISHES,2780978,20
PRELIMINARY,2022,DRUMS,OTHER DRUM,18224,62
PRELIMINARY,2022,DRUMS,RED DRUM,1531587,15.8
PRELIMINARY,2022,DRUMS,SILVER PERCH,60848,46.1
PRELIMINARY,2022,DRUMS,SPOT,1942456,25.2
PRELIMINARY,2022,DRUMS,SPOTTED SEATROUT,3842088,19.7
PRELIMINARY,2022,DRUMS,WEAKFISH,645990,24.9
PRELIMINARY,2022,EELS,EELS,15354,51.3
PRELIMINARY,2022,FLOUNDERS,OTHER FLOUNDERS,2658758,16.7
PRELIMINARY,2022,FLOUNDERS,SOUTHERN FLOUNDER,5091,62.5
PRELIMINARY,2022,FLOUNDERS,SUMMER FLOUNDER,128,103.1
PRELIMINARY,2022,GRUNTS,OTHER GRUNTS,120583,53
PRELIMINARY,2022,GRUNTS,PIGFISH,1610068,26.2
PRELIMINARY,2022,GRUNTS,WHITE GRUNT,46685,49.2
PRELIMINARY,2022,HERRINGS,HERRINGS,1214388,58.6
PRELIMINARY,2022,JACKS,BLUE RUNNER,68560,100.3
PRELIMINARY,2022,JACKS,CREVALLE JACK,301,96.9
PRELIMINARY,2022,JACKS,FLORIDA POMPANO,1406249,32.5
PRELIMINARY,2022,JACKS,GREATER AMBERJACK,3226,68
PRELIMINARY,2022,JACKS,OTHER JACKS,88810,38.1
PRELIMINARY,2022,MULLETS,MULLETS,190705,49.6
PRELIMINARY,2022,OTHER FISHES,OTHER FISHES,2454240,10.3
PRELIMINARY,2022,PORGIES,OTHER PORGIES,2342,66.9
PRELIMINARY,2022,PORGIES,PINFISHES,8272411,14.6
PRELIMINARY,2022,PORGIES,SCUP,2760,97.5
PRELIMINARY,2022,PORGIES,SHEEPSHEAD,346958,20.7
PRELIMINARY,2022,PUFFERS,PUFFERS,1362998,17.2
PRELIMINARY,2022,SEA BASSES,BLACK SEA BASS,3652397,20.8
PRELIMINARY,2022,SEA BASSES,EPINEPHELUS GROUPERS,8480,62.1
